"Short name",,"4G_ECGI","Radio NW Availability","E-UTRAN Average CQI [CDBH]","UL User Throughput_Kbps [CDBH]","VoLTE Traffic_24Hrs","UL PUCCH SINR [CDBH]","Data Volume DL - Total [MB] [CDBH]","RRC Setup Success Rate [CDBH]","ERAB Setup Success Rate [CDBH]","VoLTE DCR_Nom [CBBH]","VoLTE DCR_Denom [CBBH]","VoLTE DCR [CBBH]","PS handover success rate [LTE Intra System] [CDBH]","VoLTE SRVCC SR_Nom [CBBH]","VoLTE SRVCC SR_Denom [CBBH]","VoLTE SRVCC SR [CBBH]","VoLTE ERAB Setup Success Rate [CBBH]","VoLTE SRVCC SR_Denom","VoLTE SRVCC SR","DL User Throughput_Kbps [CDBH]","Average number of used DL PRBs [CDBH]","Average UE Distance_KM [CDBH]","VoLTE Packet Loss DL [CBBH]","VoLTE Packet Loss UL [CBBH]","4G Data Volume_L1800 [GB]","4G Data Volume_L900 [GB]","MV_4G Data Volume_GB_TDD","4G Data Volume_L2100 [GB]","MV_4G Data Volume_GB","4G Data Volume [GB]","PS Drop Call Rate % [CDBH]"
,"12 Jan 23","405-52-930483-33",34.38,11.10,850.52,3.10,10.75,2091.05,99.86,99.84,0.00,18.00,0.00,98.68,0.00,0.00,,100.00,0.00,,12209.86,29.50,0.422,0.00,0.05,,,5.21,5.21,5.2101,5.21,0.00
,"13 Jan 23","405-52-930483-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-930483-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-930483-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_F1_OM_BHMNH-08A_A","11 Jan 23","405-52-930825-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-930825-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-930825-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-930825-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-930825-31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_F1_OM_BHMNH-08B_B","11 Jan 23","405-52-930825-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-930825-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-930825-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-930825-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-930825-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_F1_OM_BHMNH-08C_C","11 Jan 23","405-52-930825-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"12 Jan 23","405-52-930825-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"13 Jan 23","405-52-930825-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"14 Jan 23","405-52-930825-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"15 Jan 23","405-52-930825-33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BH_ZQ_F1_OM_BHPAT-925A_A","11 Jan 23","405-52-930823-31",100.00,7.83,514.05,41.12,2.57,6630.66,99.98,99.97,0.00,64.00,0.00,97.02,0.00,0.00,,100.00,0.00,,3994.63,88.88,0.507,0.01,0.04,,,116.75,116.75,116.7516,116.75,0.17
,"12 Jan 23","405-52-930823-31",100.00,8.55,1357.42,41.49,2.55,6645.52,100.00,99.96,0.00,76.00,0.00,99.59,0.00,0.00,,100.00,0.00,,5269.07,80.12,0.474,0.00,0.03,,,110.26,110.26,110.2564,110.26,0.15
,"13 Jan 23","405-52-930823-31",100.00,8.30,805.29,44.21,3.72,7337.95,100.00,99.94,0.00,83.00,0.00,98.83,0.00,0.00,,100.00,0.00,,6058.33,81.45,0.451,0.01,0.02,,,115.21,115.21,115.2133,115.21,0.12
,"14 Jan 23","405-52-930823-31",98.73,8.84,970.45,45.31,2.49,7058.50,99.98,99.98,0.00,118.00,0.00,99.74,0.00,0.00,,100.00,0.00,,5302.22,81.97,0.442,0.01,0.04,,,113.35,113.35,113.3513,113.35,0.12
,"15 Jan 23","405-52-930823-31",100.00,8.73,703.98,43.22,4.68,7016.44,100.00,99.95,0.00,107.00,0.00,99.68,0.00,0.00,,100.00,0.00,,5551.12,81.60,0.439,0.00,0.03,,,119.82,119.82,119.8162,119.82,0.21
"BH_ZQ_F1_OM_BHPAT-925B_B","11 Jan 23","405-52-930823-32",100.00,7.72,1118.54,95.62,2.26,4332.46,100.00,99.92,0.00,491.00,0.00,99.73,0.00,0.00,,99.64,0.00,,5805.88,69.47,0.489,0.00,0.04,,,69.51,69.51,69.5062,69.51,0.14
,"12 Jan 23","405-52-930823-32",100.00,7.76,801.45,94.71,2.02,4247.01,99.97,99.94,0.00,453.00,0.00,99.52,0.00,0.00,,100.00,0.00,,4715.95,76.05,0.471,0.00,0.04,,,62.61,62.61,62.6065,62.61,0.14
,"13 Jan 23","405-52-930823-32",100.00,7.78,1633.15,93.28,2.45,3714.47,99.98,99.97,0.00,581.00,0.00,99.67,0.00,0.00,,100.00,0.00,,5911.76,63.52,0.498,0.00,0.05,,,68.93,68.93,68.9262,68.93,0.25
,"14 Jan 23","405-52-930823-32",98.73,7.87,867.43,71.32,2.16,4392.91,99.98,99.96,0.00,317.00,0.00,99.84,0.00,0.00,,100.00,0.00,,6142.15,68.38,0.472,0.00,0.03,,,75.04,75.04,75.0357,75.04,0.12
,"15 Jan 23","405-52-930823-32",100.00,7.98,2178.48,62.07,2.51,3972.33,99.94,99.92,0.00,350.00,0.00,99.85,0.00,0.00,,100.00,0.00,,6218.89,64.25,0.466,0.00,0.03,,,69.56,69.56,69.5647,69.56,0.11
"BH_ZQ_F1_OM_BHPAT-925C_C","11 Jan 23","405-52-930823-33",100.00,8.84,750.00,42.92,4.13,6292.95,100.00,99.92,0.00,151.00,0.00,99.90,0.00,0.00,,100.00,0.00,,6903.16,74.45,0.396,0.01,0.04,,,86.69,86.69,86.6932,86.69,0.11
,"12 Jan 23","405-52-930823-33",100.00,9.00,666.82,49.14,4.76,6264.37,100.00,99.90,0.00,127.00,0.00,97.92,0.00,0.00,,100.00,0.00,,6304.87,76.88,0.400,0.00,0.05,,,86.14,86.14,86.1417,86.14,0.13
,"13 Jan 23","405-52-930823-33",100.00,8.92,580.57,40.80,3.97,6225.69,99.96,99.84,0.00,131.00,0.00,98.09,0.00,0.00,,100.00,0.00,,6721.93,70.78,0.395,0.01,0.03,,,85.79,85.79,85.7897,85.79,0.04
,"14 Jan 23","405-52-930823-33",98.73,9.38,727.91,44.73,4.44,7482.53,100.00,100.04,0.00,127.00,0.00,100.00,0.00,0.00,,100.00,0.00,,7037.78,79.22,0.408,0.01,0.03,,,94.38,94.38,94.3820,94.38,0.08
,"15 Jan 23","405-52-930823-33",100.00,9.75,740.48,44.23,4.99,6589.09,100.00,99.85,0.00,115.00,0.00,99.89,0.00,0.00,,100.00,0.00,,8611.69,67.22,0.396,0.02,0.04,,,99.26,99.26,99.2569,99.26,0.04
"BH_ZQ_F1_OM_BHPAT-925D_D","11 Jan 23","405-52-930823-34",100.00,10.06,1447.84,18.36,5.97,5893.41,100.00,99.60,0.00,27.00,0.00,99.82,0.00,0.00,,100.00,0.00,,14294.40,48.08,0.285,0.00,0.02,,,52.45,52.45,52.4539,52.45,0.27
,"12 Jan 23","405-52-930823-34",100.00,10.33,793.92,23.19,6.51,7039.19,100.00,99.82,0.00,66.00,0.00,100.00,0.00,0.00,,100.00,0.00,,13383.78,55.38,0.251,0.00,0.02,,,56.47,56.47,56.4732,56.47,0.00
,"13 Jan 23","405-52-930823-34",100.00,10.48,958.85,18.55,5.99,7846.20,100.00,100.00,0.00,60.00,0.00,98.57,0.00,0.00,,100.00,0.00,,17791.76,52.23,0.262,0.00,0.01,,,54.58,54.58,54.5798,54.58,0.03
,"14 Jan 23","405-52-930823-34",98.73,10.30,1025.01,19.13,6.09,6215.10,100.00,99.73,0.00,61.00,0.00,100.00,0.00,0.00,,100.00,0.00,,11603.51,58.80,0.293,0.00,0.02,,,48.00,48.00,47.9995,48.00,0.39
,"15 Jan 23","405-52-930823-34",100.00,9.54,1573.36,15.88,5.90,6214.79,99.77,99.84,0.00,32.00,0.00,100.00,0.00,0.00,,100.00,0.00,,10524.53,57.42,0.260,0.00,0.01,,,59.47,59.47,59.4742,59.47,0.12
"BH_ZQ_F1_OM_BHPAT-925E_E","11 Jan 23","405-52-930823-35",100.00,9.02,1416.64,45.64,8.71,6798.83,100.00,99.95,0.00,138.00,0.00,99.91,0.00,0.00,,100.00,0.00,,8730.02,66.12,0.264,0.00,0.03,,,79.45,79.45,79.4469,79.45,0.10
,"12 Jan 23","405-52-930823-35",100.00,9.36,802.01,50.38,11.80,6952.07,100.00,100.00,0.00,173.00,0.00,100.00,0.00,0.00,,100.00,0.00,,10988.80,61.83,0.264,0.00,0.03,,,75.37,75.37,75.3689,75.37,0.18
,"13 Jan 23","405-52-930823-35",100.00,9.36,1199.89,51.13,9.39,7700.68,99.95,99.95,0.00,204.00,0.00,99.44,0.00,0.00,,100.00,0.00,,12613.50,61.30,0.265,0.00,0.03,,,75.97,75.97,75.9749,75.97,0.10
,"14 Jan 23","405-52-930823-35",98.73,9.48,1187.65,49.64,9.47,5744.55,99.92,100.00,0.00,194.00,0.00,100.00,0.00,0.00,,100.00,0.00,,14587.78,47.30,0.272,0.00,0.03,,,74.17,74.17,74.1655,74.17,0.08
,"15 Jan 23","405-52-930823-35",100.00,9.33,1059.11,47.53,9.25,6690.70,100.00,99.96,0.00,117.00,0.00,99.78,0.00,0.00,,100.00,0.00,,11599.71,58.48,0.274,0.01,0.04,,,85.67,85.67,85.6741,85.67,0.10
"BH_ZQ_F1_OM_BHPNY-02A_A","11 Jan 23","405-52-930813-31",100.00,8.38,238.89,68.79,7.81,6489.36,99.46,99.96,0.00,243.00,0.00,96.60,0.00,0.00,,100.00,0.00,,2358.53,94.90,1.238,0.07,0.18,,,97.83,97.83,97.8333,97.83,0.42
,"12 Jan 23","405-52-930813-31",100.00,8.46,274.14,59.55,5.49,5435.20,99.20,99.62,0.00,144.00,0.00,84.21,0.00,0.00,,99.73,0.00,,908.23,99.17,1.227,0.02,0.52,,,91.75,91.75,91.7513,91.75,1.62
,"13 Jan 23","405-52-930813-31",100.00,8.36,186.57,65.21,4.52,5097.94,98.90,99.56,0.00,246.00,0.00,91.95,0.00,0.00,,100.00,0.00,,995.73,98.03,1.303,0.17,0.61,,,85.25,85.25,85.2473,85.25,1.32
,"14 Jan 23","405-52-930813-31",100.00,8.66,206.80,64.45,6.23,4967.03,99.04,99.11,0.00,213.00,0.00,99.79,0.00,0.00,,100.00,0.00,,1354.04,97.65,1.317,0.04,0.24,,,85.37,85.37,85.3674,85.37,0.97
,"15 Jan 23","405-52-930813-31",100.00,8.46,204.78,69.49,4.89,4300.71,99.01,98.91,2.00,190.00,1.05,98.28,0.00,0.00,,100.00,0.00,,1342.09,94.28,1.270,0.03,0.30,,,88.02,88.02,88.0245,88.02,1.82
"BH_ZQ_F1_OM_BHPNY-02B_B","11 Jan 23","405-52-930813-32",100.00,8.09,237.56,28.17,3.39,4748.91,99.34,99.64,0.00,98.00,0.00,93.87,0.00,0.00,,100.00,0.00,,1009.31,98.85,1.383,0.04,0.82,,,75.87,75.87,75.8709,75.87,0.89
,"12 Jan 23","405-52-930813-32",100.00,7.72,249.17,28.43,5.68,4424.43,98.58,99.59,1.00,103.00,0.97,95.79,0.00,0.00,,100.00,0.00,,3673.07,84.67,1.626,0.11,0.46,,,71.40,71.40,71.4033,71.40,0.51
,"13 Jan 23","405-52-930813-32",100.00,7.47,201.11,26.31,3.40,4105.14,99.09,99.21,1.00,57.00,1.75,96.05,0.00,0.00,,100.00,0.00,,609.72,99.15,1.404,0.15,0.20,,,66.33,66.33,66.3253,66.33,1.28
,"14 Jan 23","405-52-930813-32",100.00,7.51,215.34,25.40,5.05,4010.55,98.96,99.38,0.00,79.00,0.00,99.83,0.00,0.00,,100.00,0.00,,997.84,96.05,1.490,0.05,0.26,,,67.30,67.30,67.2963,67.30,1.96
,"15 Jan 23","405-52-930813-32",100.00,7.94,248.92,21.79,5.89,4105.81,99.20,99.67,1.00,60.00,1.67,99.70,0.00,0.00,,100.00,0.00,,1148.01,96.33,1.557,0.22,0.83,,,70.27,70.27,70.2746,70.27,0.92
"BH_ZQ_F1_OM_BHPNY-02C_C","11 Jan 23","405-52-930813-33",100.00,8.41,262.94,47.79,10.30,4400.42,99.50,99.65,1.00,122.00,0.82,38.76,0.00,0.00,,99.10,0.00,,1595.87,94.15,1.602,0.01,0.03,,,68.85,68.85,68.8518,68.85,1.00
,"12 Jan 23","405-52-930813-33",100.00,8.56,332.52,41.46,9.99,4587.37,99.85,99.91,0.00,109.00,0.00,95.58,0.00,0.00,,100.00,0.00,,1966.15,92.83,1.499,0.02,0.09,,,70.38,70.38,70.3787,70.38,0.63
,"13 Jan 23","405-52-930813-33",100.00,9.10,549.14,49.98,8.59,5589.42,99.67,99.78,0.00,221.00,0.00,96.83,0.00,0.00,,100.00,0.00,,894.17,98.67,0.991,0.01,0.12,,,95.41,95.41,95.4129,95.41,0.72
,"14 Jan 23","405-52-930813-33",100.00,9.10,365.74,49.71,10.45,5101.21,99.78,99.82,0.00,226.00,0.00,98.90,0.00,0.00,,100.00,0.00,,3123.34,86.53,1.245,0.01,0.03,,,69.19,69.19,69.1869,69.19,0.36
,"15 Jan 23","405-52-930813-33",100.00,8.80,296.93,48.21,10.33,3754.83,99.57,99.91,0.00,160.00,0.00,98.80,0.00,0.00,,100.00,0.00,,3344.67,77.90,1.313,0.03,0.03,,,61.98,61.98,61.9813,61.98,0.52
"BH_ZQ_F1_OM_BHPSC-02C_C","11 Jan 23","405-52-930833-2",100.00,10.36,442.11,16.06,11.20,5685.91,99.92,99.92,1.00,92.00,1.09,100.00,0.00,0.00,,100.00,0.00,,7936.14,62.40,1.347,0.02,0.04,,,75.44,75.44,75.4351,75.44,0.00
,"12 Jan 23","405-52-930833-2",100.00,9.88,348.89,15.12,10.82,4898.32,99.85,99.92,0.00,61.00,0.00,98.49,0.00,0.00,,100.00,0.00,,5128.77,66.30,1.612,0.09,0.14,,,78.68,78.68,78.6797,78.68,0.00
,"13 Jan 23","405-52-930833-2",100.00,8.82,309.94,15.39,7.82,5203.79,99.19,99.25,2.00,37.00,5.41,99.49,0.00,0.00,,98.57,0.00,,2726.64,86.90,1.922,0.13,0.36,,,74.71,74.71,74.7113,74.71,0.31
,"14 Jan 23","405-52-930833-2",100.00,9.81,324.94,16.88,11.12,5215.28,99.93,99.84,0.00,10.00,0.00,100.00,0.00,0.00,,100.00,0.00,,6396.69,66.42,1.377,0.03,0.70,,,75.83,75.83,75.8294,75.83,0.03
,"15 Jan 23","405-52-930833-2",100.00,8.91,297.44,15.59,10.65,5158.47,99.39,99.75,0.00,60.00,0.00,99.75,0.00,0.00,,100.00,0.00,,3907.41,80.22,2.153,0.11,0.10,,,80.04,80.04,80.0390,80.04,0.12
"BH_ZQ_F1_OM_BHSHR-02A_A","11 Jan 23","405-52-930973-31",99.93,8.06,250.99,56.35,2.97,4003.33,99.69,97.77,0.00,103.00,0.00,98.43,0.00,0.00,,100.00,0.00,,918.95,97.12,1.190,0.08,0.10,,,63.07,63.07,63.0742,63.07,0.21
,"12 Jan 23","405-52-930973-31",100.00,8.41,342.92,49.91,3.71,4142.38,99.90,99.07,2.00,121.00,1.65,98.09,0.00,0.00,,100.00,0.00,,1376.95,95.70,1.073,0.08,0.10,,,55.04,55.04,55.0445,55.04,0.53
,"13 Jan 23","405-52-930973-31",93.92,8.06,528.08,51.17,4.60,3288.86,99.74,99.29,1.00,238.00,0.42,97.05,0.00,0.00,,99.58,0.00,,1569.22,85.33,1.114,0.43,0.14,,,51.75,51.75,51.7539,51.75,0.55
,"14 Jan 23","405-52-930973-31",100.00,8.74,375.85,53.79,2.58,4198.78,99.72,98.29,3.00,234.00,1.28,98.82,0.00,0.00,,100.00,0.00,,951.94,97.40,0.976,0.09,0.10,,,56.03,56.03,56.0265,56.03,0.16
,"15 Jan 23","405-52-930973-31",100.00,8.50,338.85,53.97,2.47,3896.36,99.92,98.32,0.00,143.00,0.00,98.09,0.00,0.00,,100.00,0.00,,909.72,97.15,1.065,0.05,0.15,,,60.43,60.43,60.4302,60.43,0.40
"BH_ZQ_F1_OM_BHSHR-02B_B","11 Jan 23","405-52-930973-32",99.93,9.45,267.23,65.55,2.73,4848.51,99.87,99.83,0.00,139.00,0.00,98.50,0.00,0.00,,100.00,0.00,,939.33,97.85,1.200,0.01,0.06,,,72.25,72.25,72.2537,72.25,0.19
,"12 Jan 23","405-52-930973-32",100.00,8.91,282.82,68.89,2.31,4356.45,99.89,99.83,0.00,127.00,0.00,96.89,0.00,0.00,,99.43,0.00,,814.42,98.50,1.274,0.01,0.06,,,69.73,69.73,69.7339,69.73,0.53
,"13 Jan 23","405-52-930973-32",93.92,8.78,295.21,69.27,2.87,4610.61,99.87,99.97,0.00,156.00,0.00,97.59,0.00,0.00,,99.62,0.00,,789.05,98.50,1.310,0.05,0.15,,,69.75,69.75,69.7457,69.75,0.28
,"14 Jan 23","405-52-930973-32",100.00,8.78,289.01,64.40,2.92,4495.93,99.85,99.81,0.00,151.00,0.00,99.63,0.00,0.00,,100.00,0.00,,861.12,98.15,1.251,0.03,0.24,,,70.22,70.22,70.2167,70.22,0.23
,"15 Jan 23","405-52-930973-32",100.00,9.75,344.35,65.51,3.55,4894.45,99.97,99.82,0.00,177.00,0.00,99.58,0.00,0.00,,99.77,0.00,,1286.91,95.47,1.267,0.05,0.29,,,78.81,78.81,78.8085,78.81,0.17
"BH_ZQ_F1_OM_BHSHR-02B_B","11 Jan 23","405-52-931050-32",99.88,7.38,386.34,23.61,4.53,3725.31,99.95,99.96,0.00,67.00,0.00,97.53,0.00,0.00,,100.00,0.00,,788.27,97.12,1.478,0.11,0.28,,,56.72,56.72,56.7201,56.72,0.04
,"12 Jan 23","405-52-931050-32",100.00,7.20,267.42,28.67,4.60,3398.91,99.81,99.69,0.00,76.00,0.00,97.83,0.00,0.00,,100.00,0.00,,916.13,96.97,1.743,0.08,0.14,,,59.89,59.89,59.8873,59.89,0.07
,"13 Jan 23","405-52-931050-32",100.00,7.22,335.64,28.71,5.04,3673.69,99.63,99.85,1.00,97.00,1.03,97.84,0.00,0.00,,100.00,0.00,,708.88,98.50,1.636,0.17,0.08,,,58.88,58.88,58.8816,58.88,0.18
,"14 Jan 23","405-52-931050-32",100.00,7.39,496.25,25.30,4.47,3773.15,99.79,99.81,0.00,57.00,0.00,98.69,0.00,0.00,,100.00,0.00,,1056.37,95.67,1.607,0.15,0.10,,,62.81,62.81,62.8052,62.81,0.06
,"15 Jan 23","405-52-931050-32",96.56,7.72,367.36,22.46,3.70,3723.05,99.87,99.91,0.00,46.00,0.00,99.59,0.00,0.00,,100.00,0.00,,1573.65,90.20,1.516,0.21,0.30,,,60.37,60.37,60.3738,60.37,0.00
"BH_ZQ_F1_OM_BHSHR-02C_C","11 Jan 23","405-52-930973-33",99.93,10.10,287.44,34.77,10.64,4077.32,99.75,99.87,0.00,39.00,0.00,96.79,0.00,0.00,,100.00,0.00,,5923.80,64.88,1.154,0.03,0.11,,,53.86,53.86,53.8611,53.86,0.03
,"12 Jan 23","405-52-930973-33",100.00,9.10,292.32,28.28,9.55,4482.01,99.94,99.74,0.00,31.00,0.00,97.23,0.00,0.00,,100.00,0.00,,2734.82,83.95,1.105,0.00,0.04,,,52.76,52.76,52.7574,52.76,0.56
,"13 Jan 23","405-52-930973-33",93.92,8.88,274.28,26.72,8.48,4360.60,99.91,99.75,0.00,110.00,0.00,95.30,0.00,0.00,,100.00,0.00,,1597.74,93.97,1.146,0.01,0.05,,,49.75,49.75,49.7537,49.75,0.19
,"14 Jan 23","405-52-930973-33",100.00,9.34,284.56,36.67,9.17,3198.79,99.95,99.74,0.00,77.00,0.00,99.67,0.00,0.00,,100.00,0.00,,5218.40,60.05,1.118,0.02,0.05,,,50.68,50.68,50.6762,50.68,0.13
,"15 Jan 23","405-52-930973-33",100.00,10.03,313.43,31.60,10.57,3452.95,100.00,99.83,0.00,80.00,0.00,97.64,0.00,0.00,,99.56,0.00,,5577.92,59.48,1.193,0.00,0.02,,,52.76,52.76,52.7618,52.76,0.12
"BH_ZQ_F1_OM_BHSIW-73A_A","11 Jan 23","405-52-930168-31",99.88,8.33,297.08,64.21,6.57,3458.98,99.84,99.96,0.00,310.00,0.00,99.71,0.00,0.00,,100.00,0.00,,4990.90,65.47,0.458,0.06,0.09,,,45.33,45.33,45.3273,45.33,0.02
,"12 Jan 23","405-52-930168-31",100.00,8.24,461.37,49.75,6.39,2725.42,99.95,99.98,0.00,289.00,0.00,99.79,0.00,0.00,,100.00,0.00,,5661.09,56.75,0.415,0.07,0.12,,,44.04,44.04,44.0371,44.04,0.00
,"13 Jan 23","405-52-930168-31",100.00,9.03,1019.89,56.11,8.08,3120.78,99.85,99.93,0.00,186.00,0.00,99.40,0.00,0.00,,100.00,0.00,,9281.39,47.92,0.399,0.05,0.11,,,47.86,47.86,47.8580,47.86,0.01
,"14 Jan 23","405-52-930168-31",100.00,9.80,671.50,62.28,6.28,3207.29,99.69,99.91,0.00,302.00,0.00,98.73,0.00,0.00,,100.00,0.00,,7584.99,50.88,0.385,0.05,0.06,,,47.56,47.56,47.5596,47.56,0.04
,"15 Jan 23","405-52-930168-31",100.00,8.35,588.07,41.37,6.43,2786.30,99.83,100.00,0.00,202.00,0.00,99.68,0.00,0.00,,100.00,0.00,,5020.78,60.92,0.419,0.03,0.05,,,47.21,47.21,47.2106,47.21,0.00
"BH_ZQ_F1_OM_BHSIW-73B_B","11 Jan 23","405-52-930168-32",99.88,8.07,528.85,45.49,3.23,3900.15,99.88,99.95,0.00,143.00,0.00,99.80,0.00,0.00,,100.00,0.00,,1731.60,88.83,0.470,0.02,0.04,,,58.22,58.22,58.2245,58.22,0.01
,"12 Jan 23","405-52-930168-32",100.00,7.83,496.34,42.55,2.47,3575.46,99.89,99.98,0.00,136.00,0.00,99.67,0.00,0.00,,100.00,0.00,,1712.14,89.45,0.489,0.01,0.29,,,58.13,58.13,58.1334,58.13,0.00
,"13 Jan 23","405-52-930168-32",100.00,8.05,424.39,37.67,1.66,3772.86,99.90,99.96,0.00,137.00,0.00,100.00,0.00,0.00,,100.00,0.00,,2811.25,85.60,0.463,0.04,0.03,,,55.15,55.15,55.1546,55.15,0.00
,"14 Jan 23","405-52-930168-32",100.00,8.22,407.62,40.72,1.99,3926.39,99.82,99.93,1.00,140.00,0.71,100.00,0.00,0.00,,100.00,0.00,,1609.55,91.70,0.462,0.03,0.02,,,60.96,60.96,60.9605,60.96,0.04
,"15 Jan 23","405-52-930168-32",100.00,8.28,461.09,42.74,2.80,3840.36,99.83,99.98,0.00,160.00,0.00,99.81,0.00,0.00,,100.00,0.00,,2307.00,85.22,0.446,0.04,0.04,,,63.90,63.90,63.9037,63.90,0.04
"BH_ZQ_F1_OM_BHSIW-73C_C","11 Jan 23","405-52-930168-33",99.88,8.80,376.58,98.18,8.41,5207.49,99.81,99.80,0.00,287.00,0.00,98.47,0.00,0.00,,99.73,0.00,,836.24,97.80,0.349,0.02,0.08,,,86.36,86.36,86.3567,86.36,0.14
,"12 Jan 23","405-52-930168-33",100.00,9.30,377.44,89.06,7.55,5752.89,99.71,99.92,7.00,367.00,1.91,98.54,0.00,0.00,,99.83,0.00,,1620.79,93.00,0.343,0.22,0.17,,,92.14,92.14,92.1377,92.14,0.13
,"13 Jan 23","405-52-930168-33",100.00,8.91,312.73,97.53,7.69,4979.30,99.66,99.85,0.00,249.00,0.00,99.34,0.00,0.00,,99.53,0.00,,715.67,98.30,0.382,0.02,0.11,,,89.84,89.84,89.8355,89.84,0.20
,"14 Jan 23","405-52-930168-33",100.00,9.15,378.80,105.81,7.22,5752.62,99.77,99.94,0.00,254.00,0.00,99.77,0.00,0.00,,100.00,0.00,,732.76,98.17,0.349,0.01,0.06,,,93.56,93.56,93.5625,93.56,0.07
,"15 Jan 23","405-52-930168-33",100.00,9.25,443.26,115.23,7.68,5782.54,99.73,99.88,0.00,313.00,0.00,99.42,0.00,0.00,,99.66,0.00,,642.65,98.17,0.367,0.03,0.08,,,99.21,99.21,99.2098,99.21,0.09
"BH_ZQ_F1_OM_BHSIW-73C_N","11 Jan 23","405-52-930168-153",99.88,8.55,324.50,54.86,8.14,4718.26,99.92,99.90,0.00,254.00,0.00,99.34,0.00,0.00,,100.00,0.00,,2659.85,85.20,0.455,0.01,0.08,,,66.89,66.89,66.8922,66.89,0.00
,"12 Jan 23","405-52-930168-153",100.00,9.87,389.21,63.49,9.18,4968.81,99.88,99.93,0.00,320.00,0.00,100.00,0.00,0.00,,100.00,0.00,,5007.45,74.83,0.301,0.03,0.06,,,71.64,71.64,71.6420,71.64,0.04
,"13 Jan 23","405-52-930168-153",100.00,10.55,479.60,55.40,10.86,5050.66,99.93,99.94,0.00,294.00,0.00,99.87,0.00,0.00,,100.00,0.00,,6968.59,70.47,0.272,0.10,0.48,,,72.71,72.71,72.7139,72.71,0.04
,"14 Jan 23","405-52-930168-153",100.00,8.71,487.81,61.48,6.30,4631.73,99.74,99.88,0.00,321.00,0.00,100.00,0.00,0.00,,99.65,0.00,,2440.05,89.85,0.285,0.03,0.13,,,69.76,69.76,69.7573,69.76,0.04
,"15 Jan 23","405-52-930168-153",100.00,8.39,355.48,49.94,7.93,4915.85,99.79,99.93,0.00,218.00,0.00,99.21,0.00,0.00,,100.00,0.00,,2993.19,92.75,0.293,0.04,0.05,,,78.03,78.03,78.0297,78.03,0.06
"BH_ZQ_F1_OM_BHSPN-03A_A","11 Jan 23","405-52-930169-31",99.89,9.31,297.94,24.73,1.88,5172.83,99.16,99.68,0.00,65.00,0.00,99.72,0.00,0.00,,100.00,0.00,,1953.91,86.67,1.423,0.02,0.13,,,83.86,83.86,83.8616,83.86,0.23
,"12 Jan 23","405-52-930169-31",100.00,9.15,351.16,19.01,1.32,5565.98,99.61,99.77,0.00,65.00,0.00,99.69,0.00,0.00,,100.00,0.00,,1187.19,96.97,1.382,0.03,0.28,,,90.55,90.55,90.5461,90.55,0.25
,"13 Jan 23","405-52-930169-31",100.00,9.11,252.28,29.37,2.06,5803.80,99.89,99.79,0.00,81.00,0.00,99.83,0.00,0.00,,100.00,0.00,,813.04,98.85,1.391,0.00,0.04,,,98.41,98.41,98.4103,98.41,0.48
,"14 Jan 23","405-52-930169-31",100.00,9.43,363.83,35.28,1.97,5908.44,99.93,99.91,0.00,113.00,0.00,99.79,0.00,0.00,,100.00,0.00,,1168.37,97.75,1.367,0.04,0.23,,,107.07,107.07,107.0693,107.07,0.14
,"15 Jan 23","405-52-930169-31",100.00,9.66,433.57,36.79,2.61,5916.12,99.57,99.74,0.00,72.00,0.00,99.67,0.00,0.00,,99.73,0.00,,1205.49,95.80,1.345,0.05,0.24,,,117.68,117.68,117.6767,117.68,0.25
"BH_ZQ_F1_OM_BHSPN-03B_B","11 Jan 23","405-52-930169-33",99.88,7.61,504.30,23.02,1.92,3476.50,99.94,99.94,0.00,54.00,0.00,97.96,0.00,0.00,,98.81,0.00,,1669.92,91.33,1.315,0.03,0.15,,,57.37,57.37,57.3705,57.37,0.41
